Категория,Артикул,Бренд,Фото (ссылка),Фото (ссылка) 2,,,,Фото (ссылка) 3,Размер,Описание,Материал,Покрытие,Камень,Цена,Количество,Коллекции,
браслет,SACHA BRACELET IVORY,Gachon Pothier,https://drive.google.com/file/d/1-9cQDS2csQ59dtQiGcYPb-BYTyDyM26f/view?usp=drive_link,,,,,,Регулируемый,"Браслет Sacha

Браслет в богемной эстетике из бежевых ракушек, винтажных африканских и позолоченных бусин. Собрано вручную в парижской мастерской.

Размер: 16-18.5 см",Латунь,Позолота,"Микс ракушек,
Винтажные африканские бусины,
Бусины латунь",82 000,1,,
браслет,LINO BRACELET,Gachon Pothier,https://drive.google.com/file/d/1clUAfVXg75RGmaDfTFuFWVUtsbpbz0PR/view?usp=drive_link,,,,,,Регулируемый,"Браслет Лино

Размер: 16-22 см",Латунь,Позолота,"Микс ракушек, Коралл, Бирюза, Яшма
Бусины латунь",75 000,0,,
браслет,CHAYTON BRACELET LAPIS,Gachon Pothier,https://drive.google.com/file/d/1XJrmm8k3P1OVkRN6R3cx7Puvc-e2ahbp/view?usp=drive_link,,,,,,Регулируемый,"Браслет Кэйтон

Браслет в богемной эстетики из лазурита. Яркий центр с позолоченными бусинами и фианитами. Собрано вручную в парижской мастерской.

Размер: 16.5-19.5",Латунь,Позолота,"Лазурит, Яшма,
Фианиты,
Бусины латунь",151 000,1,,
браслет,BILLY BRACELET,Gachon Pothier,https://drive.google.com/file/d/1EnTL3vnsN7h3nu1s4D1QW7b8drf2oDdI/view?usp=drive_link,,,,,,Регулируемый,"Браслет Билли

Браслет в богемной эстетике из микса бежевых и коричневых ракушек. Собрано вручную в парижской мастерской.

Размер: 16-22 см",Латунь,Позолота,"Микс ракушек,
Бусины латунь",69 000,1,,
браслет,will bracelet,Gachon Pothier,https://drive.google.com/file/d/1j6h1Dzw4lO1gJgoGAub27mn-_nV1k9bG/view?usp=drive_link,,,,,,Регулируемый,"Браслет Вилл

Размер: 18-21 см",Латунь,,"Нефрит, лазурит, Бирюза, Ракушки
Бусины серебро",45 000,0,,
браслет,Gary jasper,Gachon Pothier,https://drive.google.com/file/d/1gdxi2ojdXghU9GMg5zafNorLx2wAa84f/view?usp=drive_link,,,,,,Регулируемый,"Браслет Gary с яшмой

Браслет из яшмы разных оттенков с серебрянными бусинами. Собрано вручную в парижской мастерской.
Браслет универсальный - для мужчин и женщин

Размер: 18-21 см",Серебро,,"Микс яшмы,
Бусины серебро",96 000,1,MAN,
браслет,TAOS ANKLET BRACELET,Gachon Pothier,https://drive.google.com/file/d/1hCJbPjjn78VmByGmcL_o7pMhVVuiNESo/view?usp=drive_link,,,,,,Регулируемый,"Анклет ТАОС

Браслет анклет, на ногу, из натуральных камней и позолоченных бусин. Собрано вручную в парижской мастерской.

Размер: 22-29 см",Латунь,Позолота,"Коралл, Змеевик, Бирюза, Лазурит, Яшма,
Винтажные африканские бусины,
Бусины латунь",75 000,1,,
браслет,GRIGRI ANKLET BRACELET colour 1,Gachon Pothier,https://drive.google.com/file/d/1xo52n5D8wFpNtcbyWs_rBqDjr4hB_XJw/view?usp=drive_link,,,,,,Регулируемый,"Анклет ГРИГРИ

Размер: 21.5-28.5 см",Латунь,Позолота,"Микс цветного шелка,
Винтажные африканские бусины,
Бусины латунь",60 000,0,,
браслет,BRACLET CHARM JADE JAUNE,Gachon Pothier,,,,,,,73 см,Браслет ШАРМ,Латунь,Позолота,"Микс цветного шелка,
Персиковый нефрит, Бирюза, Лазурит, Турмалин,
Бусины латунь",120 000,0,,
браслет,NONZA XXL BRACELET BRIQUE,Gachon Pothier,https://drive.google.com/file/d/1H8of4bWqY0RjXvFPHcFsqV8cxJ_KtCiL/view?usp=drive_link,,,,,,86 см,"Браслет Nonza BURGUNDI

Браслет в несколько оборотов из шелковой нити цвета бургунди и позолоченных бусин. Можно носить как на руке, так и на шее.",Латунь,Позолота,Бусины латунь,43 000,4,,
браслет,NONZA XXL BRACELET NUDE,Gachon Pothier,https://drive.google.com/file/d/1yp2BS62WtC8fSU8NgInUWHovwiQYs-Au/view?usp=drive_link,,,,,,87 см,"Браслет Nonza NUDE

Браслет в несколько оборотов из шелковой нити бежевого цвета и позолоченных бусин. Можно носить как на руке, так и на шее.",Латунь,Позолота,Бусины латунь,43 000,1,,
браслет,NONZA XXL BRACELET vert sapin,Gachon Pothier,https://drive.google.com/file/d/1ko0E9WD3DOZAsJH58PdP4ayoAukyoT22/view?usp=drive_link,,,,,,88 см,"Браслет Nonza VERT

Браслет в несколько оборотов из шелковой нити темно-зеленого цвета и позолоченных бусин. Можно носить как на руке, так и на шее.",Латунь,Позолота,Бусины латунь,43 000,2,,
браслет,NONZA XXL BRACELET GRIS SOURIS,Gachon Pothier,https://drive.google.com/file/d/1kE0hjI-6ULKZW2UN1sGBaeuIktXVuDvm/view?usp=drive_link,,,,,,89 см,"Браслет Nonza GRIS

Браслет в несколько оборотов из шелковой нити серого цвета и позолоченных бусин. Можно носить как на руке, так и на шее.",Латунь,Позолота,Бусины латунь,43 000,1,,
браслет,NONZA XXL BRACELET BLUE MARINE,Gachon Pothier,https://drive.google.com/file/d/1ZXwXQmr4PQFv8S8tcaD2FjnRDGLcZkmV/view?usp=drive_link,,,,,,90 см,"Браслет Nonza BLUE

Браслет в несколько оборотов из шелковой нити темно-синего цвета и позолоченных бусин. Можно носить как на руке, так и на шее.",Латунь,Позолота,Бусины латунь,43 000,2,,
браслет,NONZA XXL nour homme BRACELET black,Gachon Pothier,,,,,,,103 см,"Браслет Nonza BLACK

Браслет в несколько оборотов из шелковой нити черного цвета и серебряных бусин. Можно носить как на руке, так и на шее.
Браслет универсальный - для мужчин и женщин",Серебро,,Бусины серебро,47 000,3,MAN,
браслет,Gary black jasper,Gachon Pothier,https://drive.google.com/file/d/19G4IeZzaiDJHOdpAeH4gV00Z2UZ5nu07/view?usp=drive_link,,,,,,Регулируемый,"Браслет Gary с черной яшмой

Браслет из натуральной яшмы черного цвета с серебряными бусинами
Браслет универсальный - для мужчин и женщин

Длина регулируемая: 18-21 см",Серебро,,"Черная Яшма,
Бусины серебро",96 000,1,NEW,MAN
браслет,BRACELET GARY SPINEL,Gachon Pothier,https://drive.google.com/file/d/1cnhdIrUflg6hG4NqYuVcP-W-KGguAwJ6/view?usp=drive_link,,,,,,Регулируемый,"Браслет Gary с синей шпинелью

Браслет из натуральной синей шпинели с серебряными бусинами
Браслет универсальный - для мужчин и женщин

Длина регулируемая: 18-21 см",Серебро,,"Синяя шпинель,
Бусины серебро",96 000,1,NEW,MAN
браслет,GP MASAI XXL BRACELET BLACK,Gachon Pothier,https://drive.google.com/file/d/1NSDkE12fhpAhFDew5fZ6tFhXqOohvtgz/view?usp=drive_link,,,,,,Регулируемый,"Браслет Masai

Плетенный вручную браслет из шелковых нитей разных цветов с позолоченными бусинами в центре

Длина регулируемая: 16-18 см",Латунь,Позолота,Бусины латунь,158 000,1,NEW,
браслет,GP KAYA BRACELET BLACK,Gachon Pothier,https://drive.google.com/file/d/1t4iliqBwaeXww9fHSWtKPzkBg0Ty3vPK/view?usp=drive_link,,,,,,Регулируемый,"Браслет Kaya

Браслет ручной работы с черными бусинами из рога, с позолоченными бусинами и плетенными элементами из шелка

Длина регулируемая: 16-18 см",Латунь,Позолота,"Рог,
Бусины латунь",145 000,1,NEW,
браслет,GP CORALO BRACELET,Gachon Pothier,https://drive.google.com/file/d/18aShKGIvs29KFX4cpI_ZhuEM3oUpKIiB/view?usp=drive_link,,,,,,Регулируемый,"Браслет Coralo

Браслет из оранжевых бамбуковых бусин, с позолоченными вставками

Длина регулируемая: 16-18 см",Латунь,Позолота,"Бамбук,
Бусины латунь",96 000,1,NEW,
Колье,LTIB V LEMON TOPAZE,Sharing,https://drive.google.com/file/d/1SUyGyjBJWd1ao3CjjOCgFpStdleMxRh5/view?usp=drive_link,https://drive.google.com/file/d/1BCVf4McafRxdRtRfivex5IOI-Ixz1Xuw/view?usp=drive_link,,,,,77 см,"Тибетское колье Лимонный топаз

Плетенное колье из прочных нейлоновых нитей и натуральных камней в технике микро макраме",Нейлон,,"
 Лимонный топаз, Турмалин",168 000,1,,
Колье,LTIB V CRYSTAL QUARTZ,Sharing,https://drive.google.com/file/d/1P6HaG4YuuGHqcNOMNhaIvUtUh_kE2XAt/view?usp=drive_link,https://drive.google.com/file/d/1nSC5HHUipRiMnge0cv6BR4zt-nB_c9U7/view?usp=drive_link,,,,,77 см,"Тибетское колье Прозрачный кристалл кварц

Плетенное колье из прочных нейлоновых нитей и натуральных камней в технике микро макраме",Нейлон,," 

 Прозрачный кристалл кварц, Турмалин",168 000,1,,
Колье,LTIB VV PINK QUARTZ,Sharing,https://drive.google.com/file/d/1cRN4nmEoZKzwCbncHPocBaai1x6eDPhF/view?usp=drive_link,https://drive.google.com/file/d/1_yPfWBaMO-453IileNk8MJLlEQ8dYtAj/view?usp=drive_link,,,,,77 см,"Тибетское колье Розовый кварц

Плетенное колье из прочных нейлоновых нитей и натуральных камней в технике микро макраме",Нейлон,," 

 Розовый кварц, Турмалин",185 000,1,,
Колье,STIB VV STRAWBERRY GREEN QUARTZ,Sharing,https://drive.google.com/file/d/1aMb2tvTk3TUA2ouWFMFllY9QYEawY7Ln/view?usp=drive_link,https://drive.google.com/file/d/1fkiWCRQZB7TG_h1raN82x1L6ecpovzgA/view?usp=drive_link,,,,,53 см,"Тибетское колье Зеленый клубничный кварц

Плетенное колье из прочных нейлоновых нитей и натуральных камней в технике микро макраме",Нейлон,," 

 Зеленый клубничный кварц, Турмалин",171 000,1,,
Колье,STIB V CRYSTAL QUARTZ,Sharing,https://drive.google.com/file/d/1P6HaG4YuuGHqcNOMNhaIvUtUh_kE2XAt/view?usp=drive_link,https://drive.google.com/file/d/1nSC5HHUipRiMnge0cv6BR4zt-nB_c9U7/view?usp=drive_link,,,,,53 см,"Тибетское колье Прозрачный кристалл кварц

Плетенное колье из прочных нейлоновых нитей и натуральных камней в технике микро макраме",Нейлон,,"Прозрачный кристалл кварц, Турмалин",153 000,1,,
Колье,STIB V CALCEDOINE BLEUE,Sharing,https://drive.google.com/file/d/1w8qQsyiuq5pSSZugn0xwXfZXJ6P50nXS/view?usp=drive_link,https://drive.google.com/file/d/1-ihjDJOL3EK5b7DBo9bmt513xuFpK3O8/view?usp=drive_link,,,,,53 см,"Тибетское колье Халцедон голубой

Плетенное колье из прочных нейлоновых нитей и натуральных камней в технике микро макраме",Нейлон,,"
 Халцедон, Турмалин",141 000,1,,
Колье,STIB V CALCEDOINE VERTE,Sharing,https://drive.google.com/file/d/1hId-ksuN2hRrdLjXSGVFh9UeI9_LBXZ8/view?usp=drive_link,https://drive.google.com/file/d/1ZL78xnd-V9VHF_MLr7S645XVktJUSKJ-/view?usp=drive_link,,,,,53 см,"Тибетское колье Холцедон зеленый

Плетенное колье из прочных нейлоновых нитей и натуральных камней в технике микро макраме",Нейлон,,"Халцедон, Турмалин",141 000,1,,
Колье,STIB V INDIAN GLASS PINK,Sharing,https://drive.google.com/file/d/1DsvjGbkZ0bl-DLQMU6KA6OnbimqAN3iO/view?usp=drive_link,https://drive.google.com/file/d/1bhFgMuRP2ee1hRxNc6-QU3hOgj-sOJZM/view?usp=drive_link,,,,,53 см,"Тибетское колье Индийский розовый кристалл

Плетенное колье из прочных нейлоновых нитей и натуральных камней в технике микро макраме",Нейлон,,"Индийский розовый кристалл, Турмалин",141 000,0,,
Колье,STIB VV AMETHYSTE GREEN,Sharing,,,,,,,53 см,"Тибетское колье Зеленый аметист

Плетенное колье из прочных нейлоновых нитей и натуральных камней в технике микро макраме",Нейлон,,"Зеленый Аметист, Турмалин",182 000,1,,
Колье,STIB VVV LABRODARITE GREEN,Sharing,https://drive.google.com/file/d/1kSWuP1U3UlSjCzXhRSdXEuFnPGoyj7QF/view?usp=drive_link,,,,,,53 см,"Тибетское колье Зеленый лабрадорит

Плетенное колье из прочных нейлоновых нитей и натуральных камней в технике микро макраме",Нейлон,,"Зеленый лабрадорит, Турмалин",211 000,1,,
Колье,STIB VVV CORUNDUM DARK,Sharing,https://drive.google.com/file/d/1IvvRcR7qiRGt__jTMMxu44ndT0MjCg0w/view?usp=drive_link,,,,,,53 см,"Тибетское колье Черный корунд

Плетенное колье из прочных нейлоновых нитей и натуральных камней в технике микро макраме",Нейлон,,"Черный корунд, Турмалин",211 000,1,,
Колье,STIB VVV CORUNDUM BLUE,Sharing,https://drive.google.com/file/d/1cE-3ZrQ-rA7rvoxfDMh5vUU8Lyn5gRQD/view?usp=drive_link,,,,,,53 см,"Тибетское колье Синий корунд

Плетенное колье из прочных нейлоновых нитей и натуральных камней в технике микро макраме",Нейлон,,"Синий корунд, Турмалин",211 000,1,,
Колье,STIB VVV CORUNDUM RED,Sharing,https://drive.google.com/file/d/1WK_MgwOw0IX4WfOJ7WhrAXwX_LUiiIdO/view?usp=drive_link,,,,,,53 см,"Тибетское колье Красный корунд

Плетенное колье из прочных нейлоновых нитей и натуральных камней в технике микро макраме",Нейлон,,"Красный корунд, Турмалин",211 000,1,,
Колье,52LOTORM1,Sharing,https://drive.google.com/file/d/10Qnaea36qEpHSNUFxNEk8-xQUTj3Ea5o/view?usp=drive_link,,,,,,50 см,"Тибетское колье-браслет COLOR

Плетенное украшение из прочных нейлоновых нитей и натуральных камней в технике микро макраме",Нейлон,,Турмалин,107 000,1,,
Колье,52LOSPARK,Sharing,https://drive.google.com/file/d/1B7JnxortDP-1Zl3gELFuXZA8O24BbhI4/view?usp=drive_link,,,,,,50 см,"Тибетское колье-браслет

Плетенное украшение из прочных нейлоновых нитей и натуральных камней в технике микро макраме",Нейлон,,Турмалин,107 000,1,,
Колье,52LOSPARK,Sharing,https://drive.google.com/file/d/1OdfoK1Jtftm04UR65fYkoFjzsfpfZG11/view?usp=drive_link,,,,,,50 см,"Тибетское колье-браслет

Плетенное украшение из прочных нейлоновых нитей и натуральных камней в технике микро макраме",Нейлон,,Турмалин,107 000,1,,
колье,"Necklace ""Poison"" V51/2024",Vualle,https://disk.yandex.com/i/LR6rBkovqtkksQ,,,,,,Регулируемый,"Колье-чокер POISON

Колье-чокер с зелеными кристаллами 

Длина: 32-42 см",Латунь,Посеребрение,Зеленые кристаллы,190 000,1,,
колье,"Choker ""Miracle"" V11/2020 V15/2023",Vualle,https://disk.yandex.com/i/uA-us83WXfm69Q,https://disk.yandex.com/i/oL3s0RFA4Tdatw,,,,,Регулируемый,"Колье-чокер MIRICLE

Плетенное колье-чокер с центральным акцентом ювелирный жемчуг и подвеской пчелка

Длина: 32-55 см",Латунь,Позолота,Ювелирный Жемчуг,226 000,1,,
серьги,"Earrings-Pusets ""Flower Touch"" V43/2024",Vualle,https://drive.google.com/file/d/1ss6OyhpOFEujVZCn1d5Ig-X3dEW-wOwU/view?usp=drive_link,,,,,,2.5 см,"Серьги ROSE

Серьги-пусеты трансформеры с двумя вариантами носки: пусеты с ювелирным жемчугом или пусеты с фигурной розой

Ø жемчуга: 1.6 см",Латунь,Посеребрение,"Ювелирный Жемчуг, Фианиты",145 000,1,,
серьги,"Earrings ""Orchids""",Vualle,https://drive.google.com/file/d/1K5iveN-tmB_6rETaNZOl6vF6VsLmSEOP/view?usp=drive_link,https://drive.google.com/file/d/1_iMRJMIGzqa4aSsmScgyNcZ8dORXMP1c/view?usp=drive_link,https://drive.google.com/file/d/10MT4nF7MaR59Fu7fV8ha5TAw9ZX1xQvG/view?usp=drive_link,https://drive.google.com/file/d/1TpmkcMgZJImnA7shwSaoizJ8nlIuNb76/view?usp=drive_link,https://drive.google.com/file/d/1iPgFw2oeIoDNYXNFR6UQO0aEc1BPaX0N/view?usp=drive_link,https://drive.google.com/file/d/1OEAeNCZsLEdG6Z45NfAk6qFIqpPcB8Sn/view?usp=drive_link,Регулируемый,"Серьги ORCHID

Крупные и легкие серьги-пусеты в форме цветка Орхидеи",Латунь,Позолота,,139 000,1,,
серьги,"Assymetric Earrings ""Flower Wing""",Vualle,,,,,,,,"Серьги асимметричные Роза и Кафф

Асимметричные серьги-пусеты, бутон розы и каффа на все ушко

Размер каффы: 4.3 см
Размер розы: 1 см",Латунь,Позолота,"Ювелирный Жемчуг, Кристаллы сваровски",141 000,1,,
серьги,"Earrings ""Ocean"" V31/2023",Vualle,https://disk.yandex.com/i/RSspYTRgyY6SZQ,https://disk.yandex.com/i/uA-us83WXfm69Q,https://disk.yandex.com/i/oL3s0RFA4Tdatw,,,,ø 3 см,"Серьги ажурные Розетки

Ажурные серьги-пусеты в технике филигрань",Латунь,Позолота,Кристаллы Скваровски,184 000,1,,
Колье,"Hairpins ""Snake""",Vualle,https://drive.google.com/file/d/1yfclmZzfYPBnvOcWjvRdSSJBUNvG7-36/view?usp=drive_link,https://drive.google.com/file/d/1iVUMdHiplbcDgS120Lep2BfMOfwISEDP/view?usp=drive_link,,,,,8.5 см,Заколка для волос ЗМЕЯ,Латунь,Позолота,Кристаллы Скваровски,73 000,1,,
браслет,"Bracelet-slave ""Lilies"" V20/2020",Vualle,https://drive.google.com/file/d/1G6Pri27KvpFSgvOy4gYCdkvGmLujiRdY/view?usp=drive_link,https://drive.google.com/file/d/1FGwBL2wIzRFcKsgd8N2J8xY9EdZVYE2s/view?usp=drive_link,https://drive.google.com/file/d/1pJdKNwXdQNxf2aynMg3LKT8hY-ug1vDD/view?usp=drive_link,https://drive.google.com/file/d/1_nud73-kP3s1cgj5cIZoe6SU7Qoperps/view?usp=drive_link,https://drive.google.com/file/d/1MoY3y3qrlIUzx8vYEwmLdyamgMhWy1aS/view?usp=drive_link,https://drive.google.com/file/d/13LNj5OyxzoNwNv66ud50nNVbd3wIC3-q/view?usp=drive_link,Регулируемый,"Браслет-слейв Lilies

Нежный и утонченный браслет слейв на всю кисть с цветами Лилии

Кольцо регулируется по размеру
Размер браслета: 13.5-18.5 см",Латунь,Позолота,,248 000,1,,
браслет,BR CLIFF BRA,Bohemian Rhapsodie,https://drive.google.com/file/d/1-yh5jxk9aX5-HA2SnX7rGyo58XQNmiB8/view?usp=drive_link,,,,,,17 см,"Браслет Клифф

Браслет из темного жемчуга с цетральным цитрином с застежкой петелька",Серебро,Позолота,"Жемчуг, Цитрин, Цирконы",113 000,1,,
браслет,BR Ayin bra Larimar -15/16/17cm,Bohemian Rhapsodie,https://drive.google.com/file/d/1YxPpacDjataa6uVgWb8hZJYie8FJp4pm/view?usp=drive_link,,,,,,Регулируемый,"Браслет Ayin ларимар

Браслет с центральной частью в форме глаза с капелькой рубина

Размер: 15/16/17 см",Серебро,Позолота,"Ларимар, Рубин",126 000,2,,
браслет,BR Ayin bra Tiger Eye -17/18/19cm,Bohemian Rhapsodie,https://drive.google.com/file/d/1C9UM3Cz20dragD1Chb-LneH2MKYqRbQD/view?usp=drive_link,,,,,,Регулируемый,"Браслет Ayin тигровый глаз

Браслет с центральной частью в форме глаза с капелькой рубина

Размер: 17/18/19 см",Серебро,Позолота,"Тигровый глаз, Рубин",126 000,1,,
серьги,BR JAIPUR MAXI b Nacre blanche,Bohemian Rhapsodie,https://drive.google.com/file/d/1BURNIdFQ1A_dOYgqh9f8KHNuUz4-9xka/view?usp=drive_link,,,,,,2.7 см,"Моно серьга Джайпур WHITE

Моно-серьга в форме рога",Серебро,Позолота,Перламутр,65 000,1,,
серьги,BR JAIPUR MAXI n Nacre noire,Bohemian Rhapsodie,https://drive.google.com/file/d/1BURNIdFQ1A_dOYgqh9f8KHNuUz4-9xka/view?usp=drive_link,,,,,,2.7 см,"Моно серьга Джайпур BLACK

Моно-серьга в форме рога",Серебро,Позолота,Графитовый Перламутр,65 000,1,,
серьги,BR JAIPUR MINI c Corne de buffle,Bohemian Rhapsodie,https://drive.google.com/file/d/1G65JilGvKoYjP6sO1ZPS7jNVyVSgb3OM/view?usp=drive_link,https://drive.google.com/file/d/1v8-ZQ4brEVegBq81ZQt-1GyDN2Mr5xk2/view?usp=drive_link,,,,,1.7 см,"Моно серьга Джайпур mini HORN

Моно-серьга mini в форме рога",Серебро,Позолота,Рог буйвола,60 000,1,,
колье,BR Ayin baby Turquoise,Bohemian Rhapsodie,https://drive.google.com/file/d/1Z3pCBEA6-leGWesde9oAcSdDfIZFwRyk/view?usp=drive_link,,,,,,Регулируемый,"Колье Ayin baby TURQUOISE

Короткое колье с подвеской в форме глаза и капелькой рубина

Размер: 38/40/42 см",Серебро,Позолота,"Бирюза, Рубин",148 000,2,,
колье,BR Ayin Opale rose,Bohemian Rhapsodie,https://drive.google.com/file/d/1Gwra1Q1t-8qO12dh9RPzSezbno9HQAKt/view?usp=drive_link,https://drive.google.com/file/d/1JYaGRzf95ekHuMT2E8LCKxjEOnnKvdQj/view?usp=drive_link,https://drive.google.com/file/d/1mImBppKLfLhIOLU-h6oX1SiVez9F02-Z/view?usp=drive_link,https://drive.google.com/file/d/15PjEfYborBbCYzRLZ9pvdXw72zJTJWYn/view?usp=drive_link,,,Регулируемый,"Колье Ayin PINK OPAL

Короткое колье с подвеской в форме глаза и капелькой рубина

Размер: 38/40/42 см",Серебро,Позолота,"Розовый опал, Рубин",172 000,1,,
колье,BR Ayin Lapis,Bohemian Rhapsodie,https://drive.google.com/file/d/1F4YaouguRaSKgr1c_G6q6fZdd0bakQJw/view?usp=drive_link,,,,,,Регулируемый,"Колье Ayin LAPIS

Короткое колье с подвеской в форме глаза и капелькой рубина

Размер: 38/40/42 см",Серебро,Позолота,"Лазурит, Рубин",172 000,1,,
колье,BR SEFER MINI MEDIUM,Bohemian Rhapsodie,https://drive.google.com/file/d/1xWjoqWEZcHyoP3yW4EV4Vpb7Apg_xR-b/view?usp=drive_link,https://drive.google.com/file/d/1auM5Q6GhF6iAngD_rh5vrD-XrcqbidJY/view?usp=drive_link,,,,,Регулируемый,"Колье Sefer

Колье с открывающийся подвеской в форме свитка инкрустированный сапфирами, внутри три камня: лунный камень, оникс, тигровый глаз

Размер: 38/40/42 см",Серебро,Позолота,"Сапфир, Оникс, Лунный камень, тигровый глаз",206 000,1,,
колье,BR BOBBY,Bohemian Rhapsodie,https://drive.google.com/file/d/1jT4bi6Q2o851FdKCMPC8d6xngszzucT-/view?usp=drive_link,,,,,,49 см,"Колье Bobby

Колье со съемной подвеской с камнем тигровый глаз",Серебро,Позолота,Тигровый глаз,129 000,1,,
колье,BR ELLIE,Bohemian Rhapsodie,https://drive.google.com/file/d/1R8N_tqTcb84XTN0H7t5J3PjWXd24qUOp/view?usp=drive_link,,,,,,38 см,"Колье-чокер Ellie

Колье-чокер из турмалинов разного оттенка на застежке петелька",Серебро,Позолота,Турмалин,129 000,1,,
колье,BR KIMBERLY Iolite,Bohemian Rhapsodie,https://drive.google.com/file/d/1nqLTgf8JhuemzFBabk2AybQ8by3r0g-4/view?usp=drive_link,https://drive.google.com/file/d/12vVNvF0rCHuGygQSjHYun2jZ_WQY1gYS/view?usp=drive_link,,,,,46 см,"Колье Kimberly BLUE

Колье из иолита с жемчужным медальоном",Серебро,Позолота,"Иолит, Жемчуг",124 000,1,,
колье,BR KIMBERLY grenat,Bohemian Rhapsodie,https://drive.google.com/file/d/18g_f4xQFIU1aesYwL9t_qPW6EuD781Kt/view?usp=drive_link,https://drive.google.com/file/d/14fTcFI2J9oaMsGlB9XFObQfkFSMX4Qw-/view?usp=drive_link,,,,,47 см,"Колье Kimberly RED

Колье из граната с жемчужным медальоном",Серебро,Позолота,"Гранат, Жемчуг",111 000,1,,
колье,BR JACKIE GRENAT,Bohemian Rhapsodie,https://drive.google.com/file/d/1qLK5dDoyPvgDefzUBHoZBMKpYJsmee44/view?usp=drive_link,https://drive.google.com/file/d/1irKSPxtUNrs7i6nJLN7w9eMzstekfuN7/view?usp=drive_link,https://drive.google.com/file/d/1TxcYdOKzsnf5MOmOAqF-vCgxtTBfenB8/view?usp=drive_link,,,,54 см,"Колье Jackie RED

Асимметричное колье из граната с жемчужным медальоном и длинными деталями

Длина с деталями: 64 см",Серебро,Позолота,"Гранат, Жемчуг",120 000,1,,
колье,BR JACKIE PYRITE,Bohemian Rhapsodie,https://drive.google.com/file/d/1yr2LkFeLxDOanOSS6a1LGAe5NVp4zDIv/view?usp=drive_link,https://drive.google.com/file/d/1joq_mrXF_I1ak80OMTKuufgpzAZ5pPo6/view?usp=drive_link,https://drive.google.com/file/d/1jtGp9Z3tNpxsbG-AUPIqxFoWXO4HcPTK/view?usp=drive_link,,,,54 см,"Колье Jackie GRAY

Асимметричное колье из пирита с жемчужным медальоном и длинными деталями

Длина с деталями: 64 см",Серебро,Позолота,"Пирит, Жемчуг",113 000,1,,
колье,BR CHRISTOPHER,Bohemian Rhapsodie,https://drive.google.com/file/d/1GXlz1xOV_41NUqHd6rJTFv7v3aZPc91i/view?usp=drive_link,https://drive.google.com/file/d/1h702auQvh_ezm8Ih3GDHQ69D2wESRhwi/view?usp=drive_link,,,,,Регулируемый,"Колье Christopher

Колье-чокер из люриксовой нити с жемчужиной

Размер 39-44 см",Серебро,,"Жемчуг, Цирконы, Бриллианты",212 000,1,,
колье,BR Ayin Perle,Bohemian Rhapsodie,https://drive.google.com/file/d/1sguj5kIND9KR_ZqdsVBkBwr915HibVZy/view?usp=drive_link,,,,,,Регулируемый,"Колье Ayin NACRE

Короткое колье с подвеской в форме глаза и капелькой рубина


Размер: 38/40/42 см",Серебро,Позолота,"Пеламутр, Рубин",172 000,1,NEW,
колье,BR Ayin baby Amazonite,Bohemian Rhapsodie,https://drive.google.com/file/d/1CMqISJKoPjALmqAAWRJ_3OfEsXQlYQO3/view?usp=drive_link,,,,,,Регулируемый,"Колье Ayin baby AMAZONITE

Короткое колье с подвеской в форме глаза и капелькой рубина

Размер: 38/40/42 см",Серебро,Позолота,"Амазонит, Рубин",148 000,1,NEW,
колье,BR Ayin baby Fluorite,Bohemian Rhapsodie,https://drive.google.com/file/d/1t1A6bDrK7MpNooF283uxHGn5aI007OrU/view?usp=drive_link,,,,,,Регулируемый,"Колье Ayin baby FLUORITE

Короткое колье с подвеской в форме глаза и капелькой рубина


Размер: 38/40/42 см",Серебро,Позолота,"Флюорит, Рубин",148 000,1,NEW,
колье,BR Ayin baby moonstone,Bohemian Rhapsodie,https://drive.google.com/file/d/1uhguZXDpLwWyraxQ9418bdmVvDViGkyD/view?usp=drive_link,,,,,,Регулируемый,"Колье Ayin baby MOONSTONE

Короткое колье с подвеской в форме глаза и капелькой рубина

Размер: 38/40/42 см",Серебро,Позолота,"Лунный камень, Рубин",148 000,1,NEW,
колье,BR Ayin baby Rubis zoisite,Bohemian Rhapsodie,https://drive.google.com/file/d/1A1ZFGdc0CDMiBiXIPdu7Yk5QoMtXs661/view?usp=drive_link,,,,,,Регулируемый,"Колье Ayin baby RUBY-ZOISITE

Короткое колье с подвеской в форме глаза и капелькой рубина

Размер: 38/40/42 см",Серебро,Позолота,"Рубин-цоизит, Рубин",148 000,1,NEW,
браслет,11222167GVM001- 1OS,Khiry,https://disk.yandex.com/i/d2-pdr0f_NkdKw,,,,,,Регулируемый,"Браслет SILVER

Минималистичный жесткий браслет в форме рога Ватуси",Серебро,,,298 000,1,,
браслет,11222167SLV001- 1OS,Khiry,https://disk.yandex.com/i/FiTdX3Pf98_X4w,https://disk.yandex.com/i/w9cbo-4SVXH5Rw,,,,,Регулируемый,"Браслет GOLD

Минималистичный позолоченный жесткий браслет в форме рога Ватуси",Серебро,Позолота,,298 000,1,,
кольцо,11117016GVM001-060,Khiry,https://disk.yandex.com/i/w9cbo-4SVXH5Rw,,,,,,16.5,"Кольцо Хартун SILVER

Минималистичное кольцо в форме рога Ватуси",Серебро,,,151 000,1,,
